-13.99545952,125.0105117,-10.75331419
-13.99545952,125.0105117,-10.85331419
-13.99545952,125.0105117,-10.95331419
-13.99545952,125.0105117,-11.05331419
-13.99545952,125.0105117,-11.15331419
-13.99545952,125.0105117,-11.25331419
-13.99545952,125.0105117,-11.35331419
-13.99545952,125.0105117,-11.45331419
-13.99545952,125.0105117,-11.55331419
-13.99545952,125.0105117,-11.65331419
-13.99545952,125.0105117,-11.75331419
-13.99545952,125.0105117,-11.85331419
-13.99545952,125.0105117,-11.95331419
-13.99545952,125.0105117,-12.05331419
-13.99545952,125.0105117,-12.15331419
-13.99545952,125.0105117,-12.25331419
-13.99545952,125.0105117,-12.35331419
-13.99545952,125.0105117,-12.45331419
-13.99545952,125.0105117,-12.55331419
-13.99545952,125.0105117,-12.65331419
-13.99545952,125.0105117,-12.75331419
